sentence id	token id	token	BIO NER tag
2447	15	is	O
2447	16	apparent	O
2447	17	:	O
2447	18	multiple	O
2447	19	narrators	O
2447	20	switching	O
2447	21	back	O
2447	22	and	O
2447	23	forth	O
2447	24	in	O
2447	25	first	O
2447	26	person	O
2447	27	as	O
2447	28	the	O
2447	29	crime	O
2447	30	unravels	O
2447	31	,	O
2447	32	everyday	O
2447	33	people	O
2447	34	living	O
2447	35	lives	O
2447	36	of	O
2447	37	quiet	O
2447	38	desperation	O
2447	39	,	O
2447	40	marriages	O
2447	41	that	O
2447	42	appear	O
2447	43	to	O
2447	44	be	O
2447	45	perfect	O
2447	46	but	O
2447	47	are	O
2447	48	n’t	B-LOC
2447	49	.	O
2448	0	But	O
2448	1	whereas	O
2448	2	Flynn	B-PER
2448	3	’s	O
2448	4	writing	O
2448	5	can	O
2448	6	soar	O
2448	7	,	O
2448	8	and	O
2448	9	her	O
2448	10	characters	O
2448	11	are	O
2448	12	rich	O
2448	13	and	O
2448	14	nuanced	O
2448	15	,	O
2448	16	Paula	B-PER
2448	17	Hawkins	I-PER
2448	18	’	O
2448	19	prose	O
2448	20	is	O
2448	21	deliberate	O
2448	22	and	O
2448	23	too	O
2448	24	ordinary	O
2448	25	to	O
2448	26	make	O
2448	27	us	O
2448	28	want	O
2448	29	to	O
2448	30	spend	O
2448	31	so	O
2448	32	much	O
2448	33	time	O
2448	34	in	O
2448	35	her	O
2448	36	character	O
2448	37	’s	O
2448	38	heads	O
2448	39	.	O
2449	0	There	O
2449	1	are	O
2449	2	clarity	O
2449	3	issues	O
2449	4	in	O
2449	5	the	O
2449	6	story	O
2449	7	telling	O
2449	8	as	O
2449	9	well	O
2449	10	,	O
2449	11	not	O
2449	12	helped	O
2449	13	by	O
2449	14	the	O
2449	15	fact	O
2449	16	that	O
2449	17	all	O
2449	18	three	O
2449	19	narrators	O
2449	20	are	O
2449	21	young	O
2449	22	English	B-MISC
2449	23	women	O
2449	24	of	O
2449	25	the	O
2449	26	same	O
2449	27	age	O
2449	28	,	O
2449	29	same	O
2449	30	class	O
2449	31	,	O
2449	32	with	O
2449	33	similar	O
2449	34	backgrounds	O
2449	35	and	O
2449	36	voices	O
2449	37	.	O
2450	0	Girl	O
2450	1	on	O
2450	2	a	O
2450	3	train	O
2450	4	is	O
2450	5	a	O
2450	6	solid	O
2450	7	suspense	O
2450	8	read	O
2450	9	however	O
2450	10	,	O
2450	11	although	O
2450	12	mystery	O
2450	13	buffs	O
2450	14	will	O
2450	15	find	O
2450	16	themselves	O
2450	17	want	O
2450	18	more	O
2450	19	.	O
2451	0	I	O
2451	1	gave	O
2451	2	this	O
2451	3	book	O
2451	4	four	O
2451	5	stars	O
2451	6	because	O
2451	7	I	O
2451	8	really	O
2451	9	enjoyed	O
2451	10	reading	O
2451	11	it	O
2451	12	,	O
2451	13	and	O
2451	14	sometimes	O
2451	15	could	O
2451	16	n't	O
2451	17	put	O
2451	18	it	O
2451	19	down	O
2451	20	.	O
2452	0	I	O
2452	1	would	O
2452	2	have	O
2452	3	given	O
2452	4	it	O
2452	5	five	O
2452	6	stars	O
2452	7	but	O
2452	8	for	O
2452	9	some	O
2452	10	reason	O
2452	11	I	O
2452	12	had	O
2452	13	a	O
2452	14	VERY	O
2452	15	hard	O
2452	16	time	O
2452	17	with	O
2452	18	the	O
2452	19	fact	O
2452	20	that	O
2452	21	Rachel	B-PER
2452	22	rode	O
2452	23	the	O
2452	24	train	O
2452	25	everyday	O
2452	26	to	O
2452	27	pretend	O
2452	28	that	O
2452	29	she	O
2452	30	did	O
2452	31	n't	O
2452	32	lose	O
2452	33	her	O
2452	34	job	O
2452	35	.	O
2453	0	That	O
2453	1	she	O
2453	2	would	O
2453	3	get	O
2453	4	ready	O
2453	5	,	O
2453	6	ride	O
2453	7	the	O
2453	8	train	O
2453	9	in	O
2453	10	the	O
2453	11	morning	O
2453	12	,	O
2453	13	find	O
2453	14	something	O
2453	15	to	O
2453	16	do	O
2453	17	for	O
2453	18	eight	O
2453	19	hours	O
2453	20	,	O
2453	21	and	O
2453	22	then	O
2453	23	ride	O
2453	24	it	O
2453	25	home	O
2453	26	,	O
2453	27	just	O
2453	28	because	O
2453	29	she	O
2453	30	did	O
2453	31	n't	O
2453	32	want	O
2453	33	her	O
2453	34	landlord	O
2453	35	to	O
2453	36	find	O
2453	37	out	O
2453	38	she	O
2453	39	'd	O
2453	40	lost	O
2453	41	her	O
2453	42	job	O
2453	43	.	O
2454	0	Doing	O
2454	1	all	O
2454	2	of	O
2454	3	this	O
2454	4	while	O
2454	5	dealing	O
2454	6	with	O
2454	7	alcoholism	O
2454	8	and	O
2454	9	depression	O
2454	10	just	O
2454	11	does	O
2454	12	n't	O
2454	13	sound	O
2454	14	believable	O
2454	15	to	O
2454	16	me	O
2454	17	.	O
2455	0	As	O
2455	1	long	O
2455	2	as	O
2455	3	she	O
2455	4	paid	O
2455	5	her	O
2455	6	rent	O
2455	7	on	O
2455	8	time	O
2455	9	,	O
2455	10	why	O
2455	11	would	O
2455	12	it	O
2455	13	matter	O
2455	14	if	O
2455	15	she	O
2455	16	lost	O
2455	17	her	O
2455	18	job	O
2455	19	?	O
2456	0	Each	O
2456	1	chapter	O
2456	2	would	O
2456	3	be	O
2456	4	from	O
2456	5	a	O
2456	6	different	O
2456	7	person	O
2456	8	's	O
2456	9	point	O
2456	10	of	O
2456	11	view	O
2456	12	which	O
2456	13	would	O
2456	14	sometimes	O
2456	15	get	O
2456	16	annoying	O
2456	17	and	O
2456	18	confusing	O
2456	19	,	O
2456	20	but	O
2456	21	in	O
2456	22	the	O
2456	23	end	O
2456	24	made	O
2456	25	for	O
2456	26	a	O
2456	27	very	O
2456	28	mysterious	O
2456	29	and	O
2456	30	enjoying	O
2456	31	read	O
2456	32	.	O
2457	0	Do	O
2457	1	n't	O
2457	2	stop	O
2457	3	reading	O
2457	4	this	O
2457	5	book	O
2457	6	!	O
2458	0	Once	O
2458	1	you	O
2458	2	get	O
2458	3	thought	O
2458	4	the	O
2458	5	first	O
2458	6	little	O
2458	7	bit	O
2458	8	(	O
2458	9	and	O
2458	10	it	O
2458	11	is	O
2458	12	not	O
2458	13	boring	O
2458	14	...	O
2459	0	just	O
2459	1	building	O
2459	2	slowly	O
2459	3	and	O
2459	4	with	O
2459	5	purpose	O
2459	6	)	O
2459	7	,	O
2459	8	you	O
2459	9	wo	O
2459	10	n't	O
2459	11	be	O
2459	12	able	O
2459	13	to	O
2459	14	stop	O
2459	15	.	O
2460	0	Like	O
2460	1	the	O
2460	2	trains	O
2460	3	that	O
2460	4	permeate	O
2460	5	the	O
2460	6	story	O
2460	7	,	O
2460	8	moving	O
2460	9	it	O
2460	10	along	O
2460	11	and	O
2460	12	giving	O
2460	13	it	O
2460	14	reason	O
2460	15	,	O
2460	16	the	O
2460	17	book	O
2460	18	begins	O
2460	19	slowly	O
2460	20	,	O
2460	21	like	O
2460	22	a	O
2460	23	chugging	O
2460	24	locomotive	O
2460	25	trying	O
2460	26	to	O
2460	27	pull	O
2460	28	its	O
2460	29	passengers	O
2460	30	,	O
2460	31	overcoming	O
2460	32	inertia	O
2460	33	,	O
2460	34	and	O
2460	35	then	O
2460	36	builds	O
2460	37	as	O
2460	38	the	O
2460	39	story	O
2460	40	weaves	O
2460	41	itself	O
2460	42	in	O
2460	43	and	O
2460	44	out	O
2460	45	of	O
2460	46	the	O
2460	47	lives	O
2460	48	of	O
2460	49	each	O
2460	50	character	O
2460	51	,	O
2460	52	ultimately	O
2460	53	racing	O
2460	54	along	O
2460	55	like	O
2460	56	a	O
2460	57	runaway	O
2460	58	train	O
2460	59	rushing	O
2460	60	headlong	O
2460	61	with	O
2460	62	its	O
2460	63	full	O
2460	64	inertia	O
2460	65	,	O
2460	66	dragging	O
2460	67	all	O
2460	68	the	O
2460	69	passengers	O
2460	70	(	O
2460	71	and	O
2460	72	you	O
2460	73	)	O
2460	74	to	O
2460	75	the	O
2460	76	final	O
2460	77	conclusion	O
2460	78	while	O
2460	79	making	O
2460	80	you	O
2460	81	unable	O
2460	82	and	O
2460	83	unwanting	O
2460	84	to	O
2460	85	put	O
2460	86	it	O
2460	87	down	O
2460	88	.	O
2461	0	Once	O
2461	1	you	O
2461	2	figure	O
2461	3	out	O
2461	4	the	O
2461	5	mystery	O
2461	6	you	O
2461	7	will	O
2461	8	watch	O
2461	9	the	O
2461	10	characters	O
2461	11	as	O
2461	12	they	O
2461	13	put	O
2461	14	together	O
2461	15	the	O
2461	16	pieces	O
2461	17	and	O
2461	18	make	O
2461	19	decisions	O
2461	20	leading	O
2461	21	to	O
2461	22	their	O
2461	23	ultimate	O
2461	24	destinies	O
2461	25	...	O
2461	26	and	O
2461	27	you	O
2461	28	will	O
2461	29	be	O
2461	30	unable	O
2461	31	to	O
2461	32	turn	O
2461	33	away	O
2461	34	,	O
2461	35	watching	O
2461	36	,	O
2461	37	wishing	O
2461	38	.	O
2462	0	As	O
2462	1	you	O
2462	2	read	O
2462	3	,	O
2462	4	you	O
2462	5	meet	O
2462	6	each	O
2462	7	character	O
2462	8	through	O
2462	9	both	O
2462	10	her	O
2462	11	own	O
2462	12	eyes	O
2462	13	as	O
2462	14	well	O
2462	15	as	O
2462	16	through	O
2462	17	the	O
2462	18	eyes	O
2462	19	of	O
2462	20	others	O
2462	21	...	O
2462	22	very	O
2462	23	intriguing	O
2462	24	.	O
2463	0	And	O
2463	1	I	O
2463	2	love	O
2463	3	the	O
2463	4	use	O
2463	5	of	O
2463	6	paralleling	O
2463	7	the	O
2463	8	characters	O
2463	9	and	O
2463	10	their	O
2463	11	lives	O
2463	12	...	O
2463	13	wonderful	O
2463	14	!	O
2464	0	When	O
2464	1	you	O
2464	2	begin	O
2464	3	reading	O
2464	4	,	O
2464	5	you	O
2464	6	must	O
2464	7	pay	O
2464	8	attention	O
2464	9	to	O
2464	10	the	O
2464	11	dates	O
2464	12	...	O
2464	13	they	O
2464	14	are	O
2464	15	important	O
2464	16	.	O
2465	0	As	O
2465	1	a	O
2465	2	warning	O
2465	3	to	O
2465	4	those	O
2465	5	who	O
2465	6	become	O
2465	7	engrossed	O
2465	8	and	O
2465	9	completely	O
2465	10	absorbed	O
2465	11	into	O
2465	12	books	O
2465	13	and	O
2465	14	their	O
2465	15	characters	O
2465	16	I	O
2465	17	must	O
2465	18	say	O
2465	19	that	O
2465	20	during	O
2465	21	my	O
2465	22	first	O
2465	23	couple	O
2465	24	of	O
2465	25	chapters	O
2465	26	I	O
2465	27	did	O
2465	28	feel	O
2465	29	nauseous	O
2465	30	,	O
2465	31	but	O
2465	32	only	O
2465	33	because	O
2465	34	one	O
2465	35	of	O
2465	36	the	O
2465	37	main	O
2465	38	characters	O
2465	39	was	O
2465	40	""""	O
2465	41	feeling	O
2465	42	ill	O
2465	43	""""	O
2465	44	(	O
2465	45	and	O
2465	46	it	O
2465	47	was	O
2465	48	not	O
2465	49	due	O
2465	50	to	O
2465	51	content	O
2465	52	)	O
2465	53	.	O
2466	0	Again	O
2466	1	,	O
2466	2	this	O
2466	3	is	O
2466	4	only	O
2466	5	because	O
2466	6	I	O
2466	7	allow	O
2466	8	myself	O
2466	9	to	O
2466	10	really	O
2466	11	enter	O
2466	12	the	O
2466	13	lives	O
2466	14	of	O
2466	15	the	O
2466	16	characters	O
2466	17	.	O
2467	0	But	O
2467	1	I	O
2467	2	am	O
2467	3	so	O
2467	4	happy	O
2467	5	that	O
2467	6	I	O
2467	7	did	O
2467	8	not	O
2467	9	let	O
2467	10	that	O
2467	11	deter	O
2467	12	me	O
2467	13	from	O
2467	14	continuing	O
2467	15	.	O
2468	0	Read	O
2468	1	this	O
2468	2	book	O
2468	3	!	O
2469	0	I	O
2469	1	bought	O
2469	2	this	O
2469	3	book	O
2469	4	,	O
2469	5	""""	O
2469	6	The	B-MISC
2469	7	Girl	I-MISC
2469	8	on	I-MISC
2469	9	the	I-MISC
2469	10	Train	I-MISC
2469	11	""""	O
2469	12	because	O
2469	13	I	O
2469	14	had	O
2469	15	heard	O
2469	16	that	O
2469	17	it	O
2469	18	was	O
2469	19	a	O
2469	20	great	O
2469	21	book	O
2469	22	,	O
2469	23	with	O
2469	24	lots	O
2469	25	of	O
2469	26	plot	O
2469	27	twists	O
2469	28	and	O
2469	29	turns	O
2469	30	.	O
2470	0	I	O
2470	1	had	O
2470	2	heard	O
2470	3	that	O
2470	4	it	O
2470	5	was	O
2470	6	a	O
2470	7	similar	O
2470	8	type	O
2470	9	book	O
2470	10	to	O
2470	11	""""	O
2470	12	Gone	B-MISC
2470	13	Girl	I-MISC
2470	14	.	O
2470	15	""""	O
2471	0	It	O
2471	1	does	O
2471	2	have	O
2471	3	lots	O
2471	4	of	O
2471	5	plot	O
2471	6	twists	O
2471	7	.	O
2472	0	It	O
2472	1	is	O
2472	2	similar	O
2472	3	in	O
2472	4	type	O
2472	5	to	O
2472	6	""""	O
2472	7	Gone	B-MISC
2472	8	Girl	I-MISC
2472	9	.	O
2472	10	""""	O
2473	0	It	O
2473	1	simply	O
2473	2	is	O
2473	3	not	O
2473	4	my	O
2473	5	kind	O
2473	6	of	O
2473	7	book	O
2473	8	.	O
2474	0	I	O
2474	1	like	O
2474	2	mysteries	O
2474	3	--	O
2474	4	and	O
2474	5	this	O
2474	6	book	O
2474	7	was	O
2474	8	definitely	O
2474	9	mysterious	O
2474	10	from	O
2474	11	beginning	O
2474	12	to	O
2474	13	end	O
2474	14	,	O
2474	15	but	O
2474	16	it	O
2474	17	was	O
2474	18	definitely	O
2474	19	too	O
2474	20	dark	O
2474	21	for	O
2474	22	me	O
2474	23	.	O
2475	0	(	O
2475	1	So	O
2475	2	was	O
2475	3	""""	O
2475	4	Gone	B-MISC
2475	5	Girl	I-MISC
2475	6	,	O
2475	7	so	O
2475	8	I	O
2475	9	should	O
2475	10	have	O
2475	11	known	O
2475	12	better	O
2475	13	)	O
2476	0	I	O
2476	1	do	O
2476	2	n't	O
2476	3	want	O
2476	4	to	O
2476	5	give	O
2476	6	away	O
2476	7	the	O
2476	8	plot	O
2476	9	,	O
2476	10	but	O
2476	11	I	O
2476	12	will	O
2476	13	say	O
2476	14	this	O
2476	15	--	O
2476	16	If	O
2476	17	you	O
2476	18	want	O
2476	19	a	O
2476	20	feel	O
2476	21	good	O
2476	22	book	O
2476	23	,	O
2476	24	this	O
2476	25	is	O
2476	26	definitely	O
2476	27	not	O
2476	28	the	O
2476	29	one	O
2476	30	for	O
2476	31	you	O
2476	32	.	O
2477	0	I	O
2477	1	like	O
2477	2	to	O
2477	3	finish	O
2477	4	a	O
2477	5	book	O
2477	6	and	O
2477	7	feel	O
2477	8	better	O
2477	9	by	O
2477	10	the	O
2477	11	end	O
2477	12	.	O
2478	0	I	O
2478	1	did	O
2478	2	n't	O
2478	3	see	O
2478	4	that	O
2478	5	happen	O
2478	6	here	O
2478	7	.	O
2479	0	It	O
2479	1	was	O
2479	2	well	O
2479	3	written	O
2479	4	--	O
2479	5	each	O
2479	6	chapter	O
2479	7	takes	O
2479	8	on	O
2479	9	the	O
2479	10	persona	O
2479	11	of	O
2479	12	one	O
2479	13	of	O
2479	14	the	O
2479	15	main	O
2479	16	characters	O
2479	17	,	O
2479	18	so	O
2479	19	you	O
2479	20	really	O
2479	21	do	O
2479	22	get	O
2479	23	to	O
2479	24	feel	O
2479	25	what	O
2479	26	they	O
2479	27	are	O
2479	28	feeling	O
2479	29	and	O
2479	30	doing	O
2479	31	.	O
2480	0	It	O
2480	1	does	O
2480	2	bounce	O
2480	3	back	O
2480	4	and	O
2480	5	forth	O
2480	6	through	O
2480	7	time	O
2480	8	,	O
2480	9	but	O
2480	10	the	O
2480	11	chapter	O
2480	12	headings	O
2480	13	will	O
2480	14	let	O
2480	15	you	O
2480	16	know	O
2480	17	that	O
2480	18	.	O
2481	0	Paula	B-PER
2481	1	Hawkins	I-PER
2481	2	hit	O
2481	3	the	O
2481	4	ball	O
2481	5	out	O
2481	6	of	O
2481	7	the	O
2481	8	park	O
2481	9	with	O
2481	10	""""	O
2481	11	Girl	B-MISC
2481	12	on	I-MISC
2481	13	the	I-MISC
2481	14	Train	I-MISC
2481	15	.	O
2481	16	""""	O
2482	0	It	O
2482	1	is	O
2482	2	very	O
2482	3	interesting	O
2482	4	and	O
2482	5	a	O
2482	6	page	O
2482	7	turner	O
2482	8	from	O
2482	9	the	O
2482	10	very	O
2482	11	first	O
2482	12	page	O
2482	13	.	O
2483	0	Ms	B-PER
2483	1	Hawkins	I-PER
2483	2	slowly	O
2483	3	expands	O
2483	4	the	O
2483	5	story	O
2483	6	from	O
2483	7	a	O
2483	8	sole	O
2483	9	character	O
2483	10	riding	O
2483	11	the	O
2483	12	same	O
2483	13	scheduled	O
2483	14	trains	O
2483	15	to	O
2483	16	and	O
2483	17	from	O
2483	18	work	O
2483	19	every	O
2483	20	day	O
2483	21	,	O
2483	22	or	O
2483	23	so	O
2483	24	the	O
2483	25	reader	O
2483	26	is	O
2483	27	led	O
2483	28	to	O
2483	29	believe	O
2483	30	.	O
2484	0	Nothing	O
2484	1	is	O
2484	2	as	O
2484	3	it	O
2484	4	seems	O
2484	5	.	O
2485	0	There	O
2485	1	are	O
2485	2	two	O
2485	3	more	O
2485	4	women	O
2485	5	added	O
2485	6	as	O
2485	7	primary	O
2485	8	characters	O
2485	9	and	O
2485	10	here	O
2485	11	's	O
2485	12	the	O
2485	13	thing	O
2485	14	I	O
2485	15	've	O
2485	16	never	O
2485	17	experienced	O
2485	18	before	O
2485	19	,	O
2485	20	Ms	B-PER
2485	21	Hawkins	I-PER
2485	22	continues	O
2485	23	the	O
2485	24	story	O
2485	25	as	O
2485	26	each	O
2485	27	of	O
2485	28	these	O
2485	29	three	O
2485	30	women	O
2485	31	,	O
2485	32	seamlessly	O
2485	33	,	O
2485	34	speaking	O
2485	35	as	O
2485	36	each	O
2485	37	of	O
2485	38	them	O
2485	39	in	O
2485	40	the	O
2485	41	first	O
2485	42	person	O
2485	43	singular	O
2485	44	.	O
2486	0	Just	O
2486	1	pay	O
2486	2	attention	O
2486	3	to	O
2486	4	dates	O
2486	5	and	O
2486	6	times	O
2486	7	of	O
2486	8	trains	O
2486	9	.	O
2487	0	That	O
2487	1	's	O
2487	2	all	O
2487	3	I	O
2487	4	'm	O
2487	5	going	O
2487	6	to	O
2487	7	say	O
2487	8	.	O
2488	0	There	O
2488	1	are	O
2488	2	many	O
2488	3	,	O
2488	4	many	O
2488	5	reviews	O
2488	6	that	O
2488	7	you	O
2488	8	can	O
2488	9	read	O
2488	10	here	O
2488	11	that	O
2488	12	will	O
2488	13	tell	O
2488	14	you	O
2488	15	the	O
2488	16	whole	O
2488	17	plot	O
2488	18	.	O
2489	0	I	O
2489	1	would	O
2489	2	never	O
2489	3	begin	O
2489	4	reading	O
2489	5	a	O
2489	6	book	O
2489	7	knowing	O
2489	8	the	O
2489	9	plot	O
2489	10	and	O
2489	11	I	O
2489	12	wo	O
2489	13	n't	O
2489	14	do	O
2489	15	that	O
2489	16	to	O
2489	17	you	O
2489	18	here	O
2489	19	.	O
2490	0	What	O
2490	1	I	O
2490	2	will	O
2490	3	do	O
2490	4	is	O
2490	5	comment	O
2490	6	to	O
2490	7	people	O
2490	8	who	O
2490	9	have	O
2490	10	come	O
2490	11	to	O
2490	12	trust	O
2490	13	my	O
2490	14	taste	O
2490	15	as	O
2490	16	to	O
2490	17	whether	O
2490	18	they	O
2490	19	will	O
2490	20	enjoy	O
2490	21	this	O
2490	22	book	O
2490	23	.	O
2491	0	Is	O
2491	1	it	O
2491	2	worth	O
2491	3	the	O
2491	4	money	O
2491	5	?	O
2492	0	Is	O
2492	1	it	O
2492	2	worth	O
2492	3	your	O
2492	4	time	O
2492	5	?	O
2493	0	To	O
2493	1	both	O
2493	2	I	O
2493	3	will	O
2493	4	say	O
2493	5	very	O
2493	6	big	O
2493	7	YES	O
2493	8	's	O
2493	9	!	O
2493	10	!	O
2493	11	!	O
2494	0	Paula	B-PER
2494	1	Hawkins	I-PER
2494	2	can	O
2494	3	write	O
2494	4	and	O
2494	5	reading	O
2494	6	her	O
2494	7	is	O
2494	8	such	O
2494	9	a	O
2494	10	pleasure	O
2494	11	after	O
2494	12	reading	O
2494	13	some	O
2494	14	of	O
2494	15	the	O
2494	16	junk	O
2494	17	that	O
2494	18	has	O
2494	19	been	O
2494	20	put	O
2494	21	out	O
2494	22	to	O
2494	23	us	O
2494	24	from	O
2494	25	really	O
2494	26	major	O
2494	27	writers	O
2494	28	.	O
2495	0	You	O
2495	1	will	O
2495	2	enjoy	O
2495	3	the	O
2495	4	way	O
2495	5	she	O
2495	6	treats	O
2495	7	the	O
2495	8	English	B-MISC
2495	9	language	O
2495	10	and	O
2495	11	you	O
2495	12	will	O
2495	13	enjoy	O
2495	14	this	O
2495	15	very	O
2495	16	unusual	O
2495	17	story	O
2495	18	as	O
2495	19	it	O
2495	20	is	O
2495	21	narrated	O
2495	22	by	O
2495	23	three	O
2495	24	different	O
2495	25	women	O
2495	26	from	O
2495	27	their	O
2495	28	own	O
2495	29	points	O
2495	30	of	O
2495	31	view	O
2495	32	.	O
2496	0	Buy	O
2496	1	it	O
2496	2	.	O
2497	0	Have	O
2497	1	a	O
2497	2	good	O
2497	3	read	O
2497	4	.	O
2498	0	I	O
2498	1	have	O
2498	2	to	O
2498	3	be	O
2498	4	honest	O
2498	5	even	O
2498	6	with	O
2498	7	all	O
2498	8	the	O
2498	9	amazing	O
2498	10	reviews	O
2498	11	I	O
2498	12	still	O
2498	13	think	O
2498	14	I	O
2498	15	barely	O
2498	16	liked	O
2498	17	it	O
2498	18	.	O
2499	0	I	O
2499	1	bought	O
2499	2	it	O
2499	3	because	O
2499	4	of	O
2499	5	the	O
2499	6	zillion	O
2499	7	good	O
2499	8	reviews	O
2499	9	and	O
2499	10	I	O
2499	11	am	O
2499	12	sure	O
2499	13	that	O
2499	14	is	O
2499	15	why	O
2499	16	most	O
2499	17	are	O
2499	18	buying	O
2499	19	it	O
2499	20	.	O
2500	0	SPOILER	O
2500	1	:	O
2500	2	I	O
2500	3	am	O
2500	4	ok	O
2500	5	at	O
2500	6	predicting	O
2500	7	plot	O
2500	8	twists	O
2500	9	but	O
2500	10	I	O
2500	11	feel	O
2500	12	like	O
2500	13	this	O
2500	14	one	O
2500	15	was	O
2500	16	very	O
2500	17	very	O
2500	18	obvious	O
2500	19	.	O
2501	0	I	O
2501	1	mean	O
2501	2	from	O
2501	3	the	O
2501	4	second	O
2501	5	they	O
2501	6	tell	O
2501	7	you	O
2501	8	Megan	B-PER
2501	9	babysat	O
2501	10	and	O
2501	11	he	O
2501	12	smiled	O
2501	13	at	O
2501	14	her	O
2501	15	and	O
2501	16	then	O
2501	17	a	O
2501	18	few	O
2501	19	pages	O
2501	20	later	O
2501	21	""""	O
2501	22	he	O
2501	23	""""	O
2501	24	smiled	O
2501	25	at	O
2501	26	her	O
2501	27	driving	O
2501	28	by	O
2501	29	it	O
2501	30	was	O
2501	31	very	O
2501	32	obvious	O
2501	33	that	O
2501	34	it	O
2501	35	was	O
2501	36	Tom	B-PER
2501	37	...	O
2502	0	I	O
2502	1	mean	O
2502	2	you	O
2502	3	ca	O
2502	4	n't	O
2502	5	help	O
2502	6	but	O
2502	7	compare	O
2502	8	it	O
2502	9	to	O
2502	10	Gone	B-MISC
2502	11	Girl	I-MISC
2502	12	and	O
2502	13	although	O
2502	14	I	O
2502	15	did	O
2502	16	not	O
2502	17	like	O
2502	18	the	O
2502	19	ending	O
2502	20	of	O
2502	21	Gone	O
2502	22	Girl	O
2502	23	,	O
2502	24	Gone	O
2502	25	Girl	O
2502	26	blows	O
2502	27	this	O
2502	28	book	O
2502	29	out	O
2502	30	of	O
2502	31	the	O
2502	32	water	O
2502	33	.	O
2503	0	Flynn	B-PER
2503	1	's	O
2503	2	book	O
2503	3	is	O
2503	4	so	O
2503	5	smart	O
2503	6	and	O
2503	7	clever	O
2503	8	this	O
2503	9	is	O
2503	10	kind	O
2503	11	of	O
2503	12	boring	O
2503	13	and	O
2503	14	mostly	O
2503	15	about	O
2503	16	an	O
2503	17	alcoholic	O
2503	18	who	O
2503	19	you	O
2503	20	do	O
2503	21	n't	O
2503	22	feel	O
2503	23	for	O
2503	24	and	O
2503	25	I	O
2503	26	could	O
2503	27	not	O
2503	28	even	O
2503	29	get	O
2503	30	myself	O
2503	31	to	O
2503	32	like	O
2503	33	a	O
2503	34	single	O
2503	35	character	O
2503	36	or	O
2503	37	be	O
2503	38	interested	O
2503	39	in	O
2503	40	any	O
2503	41	of	O
2503	42	them	O
2503	43	.	O
2504	0	I	O
2504	1	did	O
2504	2	not	O
2504	3	care	O
2504	4	for	O
2504	5	it	O
2504	6	at	O
2504	7	all	O
2504	8	to	O
2504	9	each	O
2504	10	his	O
2504	11	/	O
2504	12	her	O
2504	13	own	O
2504	14	.	O
2505	0	Really	O
2505	1	,	O
2505	2	more	O
2505	3	of	O
2505	4	a	O
2505	5	2.5	O
2505	6	star	O
2505	7	review	O
2505	8	.	O
2506	0	The	O
2506	1	initial	O
2506	2	premise	O
2506	3	of	O
2506	4	a	O
2506	5	troubled	O
2506	6	woman	O
2506	7	who	O
2506	8	becomes	O
2506	9	engrossed	O
2506	10	in	O
2506	11	the	O
2506	12	""""	O
2506	13	passing	O
2506	14	lives	O
2506	15	""""	O
2506	16	of	O
2506	17	a	O
2506	18	couple	O
2506	19	whose	O
2506	20	home	O
2506	21	she	O
2506	22	sees	O
2506	23	daily	O
2506	24	from	O
2506	25	her	O
2506	26	train	O
2506	27	commute	O
2506	28	is	O
2506	29	a	O
2506	30	good	O
2506	31	one	O
2506	32	.	O
2507	0	Unfortunately	O
2507	1	,	O
2507	2	it	O
2507	3	was	O
2507	4	the	O
2507	5	highpoint	O
2507	6	of	O
2507	7	the	O
2507	8	book	O
2507	9	for	O
2507	10	me	O
2507	11	.	O
2508	0	I	O
2508	1	'd	O
2508	2	guessed	O
2508	3	the	O
2508	4	plot	O
2508	5	by	O
2508	6	about	O
2508	7	page	O
2508	8	60	O
2508	9	,	O
2508	10	and	O
2508	11	really	O
2508	12	kept	O
2508	13	reading	O
2508	14	to	O
2508	15	see	O
2508	16	if	O
2508	17	I	O
2508	18	was	O
2508	19	correct	O
2508	20	.	O
2509	0	(	O
2509	1	I	O
2509	2	was	O
2509	3	)	O
2510	0	I	O
2510	1	truly	O
2510	2	kept	O
2510	3	hoping	O
2510	4	I	O
2510	5	would	O
2510	6	be	O
2510	7	surprised	O
2510	8	.	O
2511	0	The	O
2511	1	story	O
2511	2	is	O
2511	3	told	O
2511	4	from	O
2511	5	the	O
2511	6	point	O
2511	7	of	O
2511	8	view	O
2511	9	of	O
2511	10	three	O
2511	11	women	O
2511	12	:	O
2511	13	Rachel	B-ORG
2511	14	,	I-ORG
2511	15	Megan	I-ORG
2511	16	and	O
2511	17	Anna	B-PER
2511	18	,	O
2511	19	with	O
2511	20	Rachel	B-PER
2511	21	being	O
2511	22	the	O
2511	23	main	O
2511	24	character	O
2511	25	.	O
2512	0	She	O
2512	1	's	O
2512	2	a	O
2512	3	drunk	O
2512	4	.	O
2513	0	Eventually	O
2513	1	,	O
2513	2	she	O
2513	3	becomes	O
2513	4	an	O
2513	5	such	O
2513	6	erratic	O
2513	7	unlikable	O
2513	8	,	O
2513	9	needy	O
2513	10	repetitive	O
2513	11	drunk	O
2513	12	,	O
2513	13	I	O
2513	14	was	O
2513	15	just	O
2513	16	kind	O
2513	17	of	O
2513	18	hoping	O
2513	19	she	O
2513	20	'd	O
2513	21	jump	O
2513	22	from	O
2513	23	the	O
2513	24	train	O
2513	25	.	O
2514	0	The	O
2514	1	plot	O
2514	2	is	O
2514	3	facilitated	O
